Kategorie,Familie,Material,Bauform,Serie/Verbindungstyp,Metrisch/UNC,Type,PN [bar],filename [.stp]
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-1,UNC,MKHP-DN32-SAE210,280,MKHP-DN32-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-1,UNC,MKHP-DN40-SAE210,210,MKHP-DN40-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-1,UNC,MKHP-DN50-SAE210,210,MKHP-DN50-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-1,UNC,MKHP-DN50/65-SAE210,175,MKHP-DN50_65-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,METRIC,MKHP-DN32-SAE420,400,-
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,METRIC,MKHP-DN32-SAE420,420,MKHP-DN32-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,METRIC,MKHP-DN40-SAE420,420,MKHP-DN40-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,METRIC,MKHP-DN50-SAE420,420,MKHP-DN50-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,UNC,MKHP-DN32-SAE420,420,MKHP-DN32-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,UNC,MKHP-DN40-SAE420,420,MKHP-DN40-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE,STAINLESS STEEL,,ISO 6162-2,UNC,MKHP-DN50-SAE420,420,MKHP-DN50-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,BKH-DN13-SAE210 M/SAEFS210,350,BKH-DN13-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,BKH-DN20-SAE210 M/SAEFS210,350,BKH-DN20-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,BKH-DN25-SAE210 M/SAEFS210,315,BKH-DN25-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,BKH-DN13-SAE420 M/SAEFS420,420,BKH-DN13-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,BKH-DN20-SAE420 M/SAEFS420,420,BKH-DN20-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,BKH-DN25-SAE420 M/SAEFS420,315,BKH-DN25-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,BKHP-DN25-SAE420 M/SAEFS420,420,BKHP-DN25-SAE420 M_SAEFS420-STL
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,BKH-DN13-SAE210 M/SAEFS210,350,BKH-DN13-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,BKH-DN20-SAE210 M/SAEFS210,315,BKH-DN20-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,BKHP-DN20-SAE210 M/SAEFS210,350,-
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,BKH-DN25-SAE210 M/SAEFS210,315,BKH-DN25-SAE210 M_SAEFS210
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,BKH-DN13-SAE420 M/SAEFS420,420,BKH-DN13-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,BKH-DN20-SAE420 M/SAEFS420,315,BKH-DN20-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,BKHP-DN20-SAE420 M/SAEFS420,420,-
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,BKH-DN25-SAE420 M/SAEFS420,315,BKH-DN25-SAE420 M_SAEFS420
2-way ball valves with SAE connections.xlsx,BKH_BKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,BKHP-DN25-SAE420 M/SAEFS420,420,-
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,MKHP-DN32-SAE210 M/SAEFS210,280,MKHP-DN32-SAE210 M_SAEFS210-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,MKHP-DN40-SAE210 M/SAEFS210,210,MKHP-DN40-SAE210 M_SAEFS210-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-1,,MKHP-DN50-SAE210 M/SAEFS210,210,MKHP-DN50-SAE210 M_SAEFS210-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,MKHP-DN32-SAE420 M/SAEFS420,420,MKHP-DN32-SAE420 M_SAEFS420-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,MKHP-DN40-SAE420 M/SAEFS420,420,MKHP-DN40-SAE420 M_SAEFS420-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STEEL,,ISO 6162-2,,MKHP-DN50-SAE420 M/SAEFS420,420,MKHP-DN50-SAE420 M_SAEFS420-STL
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,MKHP-DN32-SAE210 M/SAEFS210,280,MKHP-DN32-SAE210 M_SAEFS210-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,MKHP-DN40-SAE210 M/SAEFS210,210,MKHP-DN40-SAE210 M_SAEFS210-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-1,,MKHP-DN50-SAE210 M/SAEFS210,210,MKHP-DN50-SAE210 M_SAEFS210-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,MKHP-DN32-SAE420 M/SAEFS420,420,MKHP-DN32-SAE420 M_SAEFS420-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,MKHP-DN40-SAE420 M/SAEFS420,420,MKHP-DN40-SAE420 M_SAEFS420-SST
2-way ball valves with SAE connections.xlsx,MKHP-SAE_SAEFS,STAINLESS STEEL,,ISO 6162-2,,MKHP-DN50-SAE420 M/SAEFS420,420,MKHP-DN50-SAE420 M_SAEFS420-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN15-SAE210/420 ,350/420,KH-DN15-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN20-SAE210/420 ,350/420,KH-DN20-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN25-SAE210/420 ,320/420,KH-DN25-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN32-SAE210/420 ,210/400,KH-DN32-SAE210_420 M14-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN32-SAE210/420 ,280/420,KH-DN32-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN40-SAE210/420 ,210/420,KH-DN40-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN50-SAE210/420 ,210/420,KH-DN50-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN65-SAE210/420 ,175/420,KH-DN65-SAE210_420 M-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN80-SAE210/420  ,100,KH-DN80-SAE210_420 M-STL (PN100)
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),METRIC,KH-DN80-SAE210/420  ,160/420,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN15-SAE210/420 ,350/420,KH-DN15-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN20-SAE210/420 ,350/420,KH-DN20-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN25-SAE210/420 ,320/420,KH-DN25-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN32-SAE210/420 ,280/420,KH-DN32-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN40-SAE210/420 ,210/420,KH-DN40-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 AND -2 (DOUBLE FLANGE PATTERN),UNC,KH-DN50-SAE210/420 ,210/420,KH-DN50-SAE210_420 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN65-SAE210 ,175,KH-DN65-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE210  ,100,KH-DN80-SAE210 M (PN100)
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE210  ,160,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN100-SAE210 ,35,KH-DN100-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN125-SAE210 ,35,KH-DN125-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN65-SAE210 ,175,KH-DN65-SAE210 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN80-SAE210  ,100,KH-DN80-SAE210 U-STL (PN100)
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN80-SAE210  ,160,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN100-SAE210 ,35,KH-DN100-SAE210 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN125-SAE210 ,35,KH-DN125-SAE210 U-STL
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN15-SAE210 ,350,KH-DN15-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN20-SAE210 ,350,KH-DN20-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN25-SAE210 ,320,KH-DN25-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN32-SAE210,210,KH-DN32-SAE210 M12-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN32-SAE210 ,280,KH-DN32-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN40-SAE210 ,210,KH-DN40-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN50-SAE210 ,210,KH-DN50-SAE210 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN65-SAE210 ,175,KH-DN65-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE210  ,100,KH-DN80-SAE210 M (PN100)
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE210  ,160,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN100-SAE210 ,35,KH-DN100-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),METRIC,KH-DN125-SAE210 ,35,KH-DN125-SAE210 M
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN15-SAE210 ,350,KH-DN15-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN20-SAE210 ,350,KH-DN20-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN25-SAE210 ,320,KH-DN25-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN32-SAE210 ,280,KH-DN32-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN40-SAE210 ,210,KH-DN40-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN50-SAE210 ,210,KH-DN50-SAE210 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN65-SAE210 ,175,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN80-SAE210  ,100,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN80-SAE210  ,160,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN100-SAE210 ,35,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-1 (SINGLE FLANGE PATTERN),UNC,KH-DN125-SAE210 ,35,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN15-SAE420 ,420,KH-DN15-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN20-SAE420 ,420,KH-DN20-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN25-SAE420 ,420,KH-DN25-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN32-SAE420,400,KH-DN32-SAE420 M14-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN32-SAE420 ,420,KH-DN32-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN40-SAE420 ,420,KH-DN40-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN50-SAE420 ,420,KH-DN50-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN65-SAE420 ,420,KH-DN65-SAE420 M-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE420  ,100,KH-DN80-SAE420 M-SST (PN100)
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),METRIC,KH-DN80-SAE420  ,420,-
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN15-SAE420 ,420,KH-DN15-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN20-SAE420 ,420,KH-DN20-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN25-SAE420 ,420,KH-DN25-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN32-SAE420 ,420,KH-DN32-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN40-SAE420 ,420,KH-DN40-SAE420 U-SST
2-way ball valves with SAE connections.xlsx,KH-SAE,STAINLESS STEEL,,ISO 6162-2 (SINGLE FLANGE PATTERN),UNC,KH-DN50-SAE420 ,420,KH-DN50-SAE420 U-SST
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,420,BKH-DN16-G5_8
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,420,BKH-DN20-G3_4
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKHP420-DN25-G1-STL,420,BKHP420-DN25-G1-STL
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,315,BKH-DN25_40-G1 1_2
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,420,BKH-DN20-3_4 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKHP420-DN25-1" NPT,420,BKHP420-DN25-1 NPT-STL
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN35/40-1 1/2" NPT,250,BKH-DN35_40-1 1_2 NPT
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-18L,500,BKH-DN13-18L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,420,BKH-DN16-18L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,420,BKH-DN20-22L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40L,315,BKH-DN25_40L
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-20S,500,BKH-DN13-20S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,420,BKH-DN16-20S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,420,BKH-DN20-25S
2-way ball valves with threaded connections.xlsx,BKH - BKHP420,Steel,STANDARD,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S
